citing_id,cited_id
1269289,101864
1269289,117881
1269289,118188
1269289,112731
1269289,111891
1269289,118136
1269289,101764
1269289,112382
1269289,110742
1269289,109463
1269289,91704
1269289,1087737
1269289,110985
1269289,118378
1269289,105074
1269289,112466
1269289,110996
1269289,112585
1269289,112833
1269289,118151
1269289,118011
1269289,118284
1269289,108606
1269289,111914
1269289,127916
1269289,137740
1269289,137001
1269289,137741
1269289,137750
1269289,145903
1269289,149008
110212,106107
145673,111139
145673,109593
145673,110330
145673,118149
117862,112900
117862,104200
117862,91054
117862,101031
117862,110380
117862,112557
117862,112436
117862,110138
117862,112324
117862,104521
117862,102604
117862,108111
117862,87010
117862,111865
118348,104200
118348,110873
118348,112565
118348,110942
111691,111362
111691,110923
111691,110997
111691,110233
110274,86188
110274,103012
105525,96129
105525,103694
105525,85160
105525,91054
105525,103442
105525,91573
105525,99906
105525,85827
105525,1528394
105525,1236300
105525,102605
105525,91234
105525,91256
118040,109696
118040,110338
118040,110980
118040,105221
118040,118022
118040,110599
118040,112905
118040,106850
118040,106127
118040,110098
118040,111507
118040,107182
118040,103962
118040,109573
118040,110246
118040,109127
118040,94508
118040,111662
118040,112176
118040,112818
118040,111924
118040,111669
118040,112824
118040,112570
118040,117947
118040,108990
118040,111413
118040,106366
118040,110790
118040,117965
118040,117968
118040,109912
118040,112484
118040,112610
118040,112358
118040,112252
118040,109418
118040,109574
118040,110248
118040,117874
118040,117876
118040,112629
118040,110966
118040,111736
118040,111737
118040,118011
118040,112764
118040,109930
110332,101894
110332,93465
110332,110034
110328,109972
110328,110233
110328,109857
110328,85797
110328,91705
110328,109385
110328,109134
110328,110295
110328,109818
110328,109436
127930,111020
127930,118399
118383,118062
111205,106601
111205,103438
111205,110993
111205,110773
111205,104425
111205,103740
111984,111634
111984,111772
111984,110017
111984,111858
136993,118410
136993,117922
136993,145120
136993,104034
136993,118380
136993,111221
100694,99687
100694,100233
100694,98542
100694,100287
131156,118021
131156,103050
131156,91122
131156,109904
131156,112725
131156,2620886
131156,112848
112635,109314
112635,112134
112635,109505
112635,106249
112635,111245
112635,101741
112635,112404
112635,110507
112635,112304
112635,111924
112635,107701
112635,112315
112635,112319
112635,107841
112635,103243
112635,109380
112635,112453
112635,110918
112635,108360
112635,105547
112635,104532
112635,112027
112635,112037
112635,112356
112635,111597
112635,112240
112635,110536
112635,111738
112635,107898
112635,111487
109200,96129
109200,94515
109200,102879
109200,107978
109200,107980
109200,103246
109200,88804
109200,105594
111672,103438
111672,110993
111672,110773
111672,98232
111672,109628
111672,106601
111672,111597
111672,111215
111672,104425
102991,100708
102991,102728
102991,102601
102991,89858
102991,101741
102991,101773
102991,102879
111509,109312
111509,109186
111509,110979
111509,104716
111509,110096
111509,111378
111509,106515
111509,111380
111509,108845
111509,111382
96335,91413
96335,91559
96335,93124
111509,104504
111509,100711
111509,110235
111509,108581
111509,110890
111509,107564
111509,109874
111509,110926
111509,91573
111509,110264
111509,104769
111509,111301
111509,111057
111509,107729
111509,100567
111509,108377
111509,109866
111509,110045
111509,110175
111509,109537
111509,109541
111509,107473
111509,109675
111509,103791
111509,111397
111509,110377
111509,109304
111509,110973
111509,107262
111509,109311
145751,111874
145751,145677
145751,112278
145751,2620886
145751,134744
145751,118126
145751,111983
111918,109419
111918,109769
111918,109067
111918,109461
111918,109466
111918,109246
112724,109966
112724,112665
112724,112536
112724,110233
112724,109467
112724,111010
112724,111911
112724,112045
112724,110923
112724,110932
112724,110159
112724,111209
112724,112379
112225,112196
112225,112151
112225,110874
112225,110929
112225,110275
112225,111929
117938,110895
117938,109968
117938,110994
117938,89476
117938,110335
112254,112157
112254,109769
112254,109513
112254,104272
112254,111188
112254,108375
112254,112218
112254,107748
112254,105573
112254,109561
111503,111362
111503,111111
111503,111244
111503,92702
111503,111008
111503,105766
111503,110248
111503,96819
111503,109499
111503,108990
111503,111042
111503,111299
111503,85451
111503,111308
111503,110031
111503,109520
111503,109259
111503,110420
111503,108375
111503,110169
111503,85797
111503,109776
111503,109540
111503,111463
111503,110440
111503,85330
111503,85160
111503,109940
111503,111094
109439,108800
109439,103050
109439,109196
109439,91054
109439,109349
109439,106548
109439,90039
109439,90040
109439,90041
109439,109390
109439,90336
109439,108898
109439,108263
110944,108961
110944,104385
110944,109404
110944,109665
111420,110774
111826,111488
111826,106660
111826,108135
111826,110440
111826,111688
111826,108530
111826,110647
111826,103355
127917,110315
127917,111759
127917,111634
127917,112280
127917,109561
127917,110365
127917,118430
117921,112203
117921,99461
117921,106761
117921,117847
117921,109836
117921,112781
117921,106000
117921,105746
117921,112304
117921,106658
117921,111113
117921,111781
117921,104623
117921,110985
117921,110904
117921,112315
117921,103490
117921,112779
117921,109380
117921,112453
117921,110918
117921,105547
117921,102991
117921,107969
117921,104532
117921,112087
117921,104668
117921,110813
117921,112736
117921,112743
117921,101097
117921,117869
111927,108845
111927,109866
111927,107564
111927,109874
111927,110530
111927,111301
111927,111057
111927,111835
111927,107473
111927,111851
111927,110973
101864,100385
101864,98854
101864,95840
101864,96868
101864,98958
101864,100010
101864,89266
101864,89350
101864,101764
101864,2620807
101864,97760
101864,87010
145921,145761
145921,109698
145921,136995
145921,137739
145921,121164
145921,118381
145921,121165
145921,109265
145921,101887
145629,1993216
145629,118415
145629,111264
145629,142881
145629,98854
145629,111918
145629,112559
145629,110774
145629,111420
145629,121152
145629,112706
145629,111939
145629,1087670
145629,112204
145629,110945
145629,111377
145629,110458
145679,109509
145679,118101
145679,112296
145679,134736
145679,112382
145679,111926
145679,109530
145679,110782
145679,111237
110762,110467
110762,110701
110762,110353
110762,110226
110762,107411
110762,100926
110762,110108
110762,110546
110762,109729
110762,110245
110762,90667
110762,109101
110762,110097
110762,105018
110762,110654
110762,110273
110762,104906
110762,109387
110762,109009
110762,110162
110762,109908
110762,108375
110762,102353
110762,109932
110762,109677
110762,102770
110762,104695
110762,109820
108316,105312
108316,105221
108316,103944
111139,110720
111139,109833
111139,111115
111139,109716
111139,109593
111139,110747
111139,110516
111139,106440
111139,109514
111139,110166
109481,106984
109481,109420
109481,106845
109897,103944
109897,109067
109897,103950
109897,109859
109897,103369
109897,103246
109897,109267
109897,93280
1087984,1088003
1087984,109422
1087984,112912
1087984,118001
1087984,2620886
1087984,118263
1087984,1855418
1087984,117947
1087984,118397
112683,106850
96335,89675
96335,94648
112683,110510
112683,111793
112683,107182
112683,110877
112683,109297
112683,109810
112683,111221
112683,111098
112683,109949
112683,111359
620672,111043
620672,112708
620672,145862
620672,111718
620672,117953
620672,118037
620672,109615
620672,117914
620672,117884
620672,219509
621293,142892
621293,134734
1087669,112034
1087669,109382
1087669,111678
1087669,118342
1087669,111190
1087669,103770
1087669,112701
1087669,110713
1087669,109308
112585,109186
112585,110599
112585,110228
112585,111258
112585,108713
112585,110916
112585,109128
112585,111198
112585,112489
112585,109928
96819,92059
96819,94238
96819,90667
96819,91064
96819,85451
96819,91598
96819,85330
96819,93947
110034,106514
110034,92702
110034,96819
110034,109499
110034,108990
110034,109259
110034,87885
110034,107901
109091,99461
109091,106761
109091,103563
109091,101773
109091,106514
109091,105751
109091,106285
109091,103347
109091,106935
109091,107082
109091,105547
109091,108111
109091,103632
109091,104914
109091,107898
109091,102879
109091,103831
109091,108263
109091,101741
111721,111490
111721,110086
111721,110553
111721,109091
111721,106538
111721,103213
111721,107439
111721,106170
111721,110915
111721,109387
111721,108375
111721,111065
111721,109815
111304,111115
111304,108153
111304,110553
111304,109881
111304,106170
111304,110236
110477,109826
110477,105866
110477,109707
110477,103438
110477,110257
110477,109628
110477,110427
110477,106601
110477,104425
118451,110436
118451,111909
118451,93804
118451,86317
118451,110895
118451,118134
111114,109570
111114,106884
111114,109834
111114,110091
111114,110098
111114,109235
111114,109462
111114,105221
111114,109218
111114,110247
111114,109612
111114,110130
111114,110771
111114,110654
111114,109618
111114,109380
111114,110793
111114,109132
111114,110029
111114,110040
111114,110938
111114,110433
111114,110056
111114,108781
111114,109815
111114,106366
118444,112768
118444,112896
118444,109570
118444,110985
118444,111507
118444,110999
118444,109469
118444,109218
118444,110247
118444,118056
118444,109612
118444,110130
118444,118323
118444,109641
118444,110020
118444,110793
118444,109642
118444,109515
118444,117836
118444,110029
118444,108115
118444,110433
118444,112484
118444,112870
118444,106087
118444,112107
118444,108781
118444,110066
118444,108404
118444,112763
145701,112643
145701,118149
145701,110215
145701,145673
145701,111115
145701,112786
145701,109716
145701,110747
145701,112261
145701,145706
145701,111239
145701,112051
145701,109833
145701,103352
145701,145675
145701,118230
145701,110053
145701,118380
145701,111469
145701,109680
145701,111218
145701,112425
145701,110484
145701,110460
118062,86024
118062,91054
118062,110643
118062,112719
118062,111187
118062,117861
118062,91153
118062,112744
118062,111216
118062,102605
118062,111850
118062,110827
118062,102167
118062,110944
118062,110957
118062,103794
118062,90001
118062,112042
118062,109647
118111,102402
118111,109578
118111,85534
118111,98854
118111,112681
118111,92203
118111,109615
118111,111158
118111,110652
118111,111683
118111,117834
118111,117837
118111,103012
118111,112739
118111,89173
118111,111709
118111,117855
118111,111715
118111,112740
118111,112741
118111,108135
118111,111213
118111,110190
118111,117874
118111,110708
118111,112766
118111,85631
118111,112768
118111,103557
118111,111239
118111,112777
118111,111244
118111,117914
118111,110758
118111,117927
118111,86696
118111,117935
118111,109344
118111,110799
118111,110290
118111,109269
118111,110308
118111,108263
118111,117997
118111,111860
96424,94410
96424,93234
96424,91573
96424,94648
96424,93562
118111,112227
118111,112400
118111,118038
118111,110880
118111,103716
118111,109868
118111,91869
118111,118080
118111,118081
118111,111941
118111,109896
118111,109900
118111,110925
118111,109399
118111,109916
118111,110439
118111,109628
118111,107901
118111,110468
118111,110985
118111,110484
118111,109463
118111,110488
118111,109498
118111,110935
118111,1087947
118111,86480
118111,112081
118111,110048
118111,110563
118111,104425
118111,112108
118111,110063
117864,112771
117864,107411
117864,112534
117864,110360
117864,110236
117864,110753
117864,108578
117864,110662
117864,109097
117864,109405
117864,110261
117864,112566
117864,109881
117864,111166
117864,109387
117864,110022
117864,111052
117864,104906
117864,112206
117864,111953
117864,112341
117864,112733
117864,111721
117864,111093
117864,109815
117864,111224
117864,111611
110518,105221
110518,110223
110518,109718
110518,110175
110518,92834
110518,109731
110518,105659
110518,109635
110518,106451
110518,97242
110518,109532
110518,108605
110518,109940
110518,109097
110518,109561
110518,110075
111056,109826
111056,110086
111056,105866
111056,103438
111056,110874
111056,109091
111056,109236
111056,110773
111056,110915
111056,110919
111056,109923
111056,104425
111056,110749
111056,106601
109895,96129
109895,109698
109895,101894
109895,109838
109895,109200
109895,109201
109895,109204
109895,109682
109895,94515
109895,109631
109895,109773
109895,109395
109895,109816
109895,109540
109895,109546
109895,109688
109895,105594
109710,109667
109710,105221
109710,100233
109710,106514
109710,103701
109710,109592
109710,108485
109710,106660
109710,105382
109710,108713
109710,108714
109710,106546
109710,109380
109710,105285
109710,109515
109710,108751
109710,109649
109710,108115
109710,100694
109710,109529
109710,109530
109710,109531
109710,106850
109710,109679
109710,108281
109710,109179
109710,107901
109261,102861
111859,111438
111859,110990
145799,118151
145799,111508
145799,118298
145799,112923
145799,145837
145799,145722
145799,112323
145799,112708
145799,118360
145799,117980
145799,112222
145799,110831
145799,145652
110772,88079
110772,104009
110772,110027
110772,110638
142898,112261
142898,111366
142898,122258
142898,122243
142898,118038
142898,111017
142898,105525
142898,110662
142898,91234
142898,112206
142898,112725
142898,118359
142898,112719
142898,131164
142898,145122
142898,112892
142898,130156
145774,106850
145774,112203
145774,118102
145774,108485
145774,130158
145789,1993216
145789,134722
145789,142883
145789,112321
145789,112270
145789,109777
145789,111474
145789,112145
145789,111290
145789,112934
112103,109568
112103,106008
112103,106538
112103,103979
112103,108597
112103,108598
112103,103490
112103,110661
112103,100934
112103,111175
112103,102991
112103,105608
112103,111755
112103,109729
112103,104623
112103,110783
112103,102605
112103,111226
112103,110311
112103,109291
112103,109611
112103,110874
112103,110894
112103,111919
112103,103226
112103,109450
112103,110918
112103,111946
112103,103243
112103,110935
112103,108858
112103,111480
112103,109443
112103,104842
112103,103832
112103,110507
112103,103347
112103,108985
112103,107962
112103,103355
112103,109505
112103,110532
112103,106967
112103,110561
112103,106987
112103,111596
112103,111597
112103,110587
145759,112640
145759,121154
145759,142884
145759,142897
145759,118058
145759,142891
145759,110093
145759,118296
145759,106548
145759,122265
145759,145628
145759,137749
145910,145708
137729,110917
137729,117898
137729,109207
137729,111946
137729,107717
106658,104061
106658,106142
106658,98542
106658,89858
106658,105221
106658,106249
106658,105746
106658,105751
106658,85827
106658,103243
106658,104272
106658,100694
106658,100708
106658,106366
106658,100233
106658,104842
106658,103831
106658,103832
106658,104373
106658,103355
106658,103870
106658,102991
106658,96230
106658,103933
111555,109573
111555,111372
111555,110478
111555,110915
111555,111252
111555,108568
111555,103833
111555,110746
111555,109476
111555,107685
111555,109097
111555,106285
111555,91054
111555,110132
111555,108341
111555,110134
111555,106170
111555,110657
111555,109635
111555,104521
111555,89675
111555,107980
111555,109136
111555,106451
111555,110169
111555,109402
111555,109815
111555,87010
111555,109670
111555,92392
111555,106862
111555,104943
111555,110961
111555,108713
111555,109561
118316,112135
118316,110478
118316,111503
118316,111252
118316,92702
118316,112291
118316,2620710
118316,107182
118316,111555
118316,112199
118316,109520
118316,85330
118316,112292
118316,110248
118316,107256
118316,112404
118316,118011
118316,118140
118149,112643
118149,111620
118149,112261
118149,101894
118149,109833
118149,109716
118149,110747
118149,112296
118149,112425
118149,111786
118149,112051
118149,103352
118149,111677
118149,111945
118149,110053
118149,117994
118149,109680
118149,111218
118149,118133
109811,103438
109811,86696
109811,96819
109811,109628
109811,109383
109811,109662
109811,104425
109811,106601
112042,111498
112042,100385
112042,109450
112042,110040
112042,2452958
112042,110311
112042,101864
112042,1434992
112042,110099
112042,111221
112042,94074
112042,97023
110162,107411
110162,104906
110162,109387
110162,110033
110162,87779
110162,109932
111977,110273
111977,111241
111977,110097
111977,107411
111977,110885
111977,110762
111977,110763
111977,110131
111977,90041
111977,111166
111977,90311
111977,109387
111977,109009
111977,109932
111977,111481
111977,109820
112606,111980
112606,107411
112606,110885
112606,110763
112606,90041
112606,111166
112606,104906
112606,109387
112606,109009
112606,108375
112606,111953
112606,109932
112606,111977
112606,111224
112606,111481
112606,111611
112606,109820
112894,109932
112894,107411
112894,110885
112894,110763
112894,109257
112894,104906
112894,109387
112894,110553
112894,112733
112894,112606
112894,102372
112894,111977
112894,107252
112894,111224
112894,111611
109881,109574
109881,104455
109881,88079
109881,105221
109881,101894
109881,96819
109881,109499
109881,103531
109881,108153
109881,109199
109881,109716
109881,109723
109881,109728
109881,106658
109881,107685
109881,106170
109881,109763
109881,104135
109881,108751
109881,109776
109881,88308
109881,109823
109881,104709
109881,108316
109881,109349
109881,106285
109881,107841
109881,85827
109881,104272
109881,109397
109881,108375
109881,103833
109881,90041
109881,108990
109881,109503
109881,109508
109881,109509
109881,106440
109881,109520
109881,109009
118500,105511
118500,118465
118500,104135
118500,118479
118500,118241
118500,109692
110424,109665
110424,109934
110424,110384
110424,108786
110424,110135
109966,109450
109966,109708
109966,109710
109966,108713
109966,108714
109966,108598
109966,109755
109966,104135
109966,108115
109966,109529
109966,109530
109966,109531
109966,109931
110768,104545
110768,110056
110768,106282
110768,110589
110768,90897
110768,110099
110768,109301
110768,108153
110768,109861
103632,99296
103632,103170
103632,103355
103632,100708
103632,102728
103632,102601
103632,103563
103632,101773
103632,102991
103632,97928
103632,103347
103632,101741
103632,103243
103632,101097
118496,118147
118496,107663
118496,112664
118496,118427
118496,112417
118496,110918
118496,108838
118496,107187
118496,108858
118496,107965
118496,112319
118496,108598
118496,109638
118496,112329
118496,110794
118496,117967
118496,118369
118496,112443
118496,118097
118496,101864
118496,109679
118496,109939
118496,117881
118496,107898
145810,118147
145810,99461
145810,109450
145810,112141
145810,112417
145810,108838
145810,112042
145810,127918
145810,103347
145810,108598
145810,104649
145810,108858
145810,112315
145810,107965
145810,103870
145810,99296
145810,110661
145810,111175
145810,117960
145810,112329
145810,110794
145810,105547
145810,107980
145810,110798
145810,108111
145810,104790
145810,112348
145810,94074
145810,118496
145810,130149
145810,110312
145810,118385
145810,112114
145810,107898
108858,106884
108858,106249
108858,104842
108858,107025
108858,105746
108858,106514
108858,100759
108858,106008
108858,106761
108858,106142
108858,105751
108858,106538
108858,103347
108858,107717
108858,104374
108858,96569
108858,103355
108858,107965
108858,103490
108858,108598
108858,107553
108858,108360
108858,108489
108858,102991
108858,103632
108858,106967
108858,104668
108858,107962
108858,108263
112629,112516
112629,112264
112629,111503
112629,111508
112629,112291
112629,112293
112629,98854
112629,109610
112629,112434
112629,107182
112629,112559
112629,112305
112629,110265
112629,110779
112629,106127
112629,112578
112629,110790
112629,112204
112629,106850
112629,112611
112629,110246
112629,110248
112629,111094
112629,111736
112629,111737
110654,107969
110654,109923
110654,107748
110654,110599
110654,110056
110654,102770
110654,107411
110654,109301
110654,106366
110654,109573
112742,112512
112742,109833
112742,110477
112742,110990
112742,110993
112742,111251
112742,110750
112742,109727
112742,111918
112742,111794
112742,96819
112742,110265
112742,111293
112742,111438
112742,109668
112742,109669
112742,108263
112742,112105
112742,111858
112742,112508
867657,145829
867657,112742
867657,117928
867657,121161
867657,112846
867657,111056
867657,118458
867657,109301
109301,106249
109301,100240
109301,106008
109301,105746
109301,108713
109301,108714
109301,104374
109301,104894
109301,107082
109301,107731
109301,100694
109301,109271
109301,106366
112747,109703
112747,110102
112747,112268
112747,100240
112747,111722
112747,109462
112747,111258
112747,112418
112747,109349
112747,110599
112747,112173
112747,112565
112747,110985
112747,110916
112747,110022
112747,109897
112747,111052
112747,112278
112747,109657
112747,112348
112747,109923
112747,111719
112747,110056
112747,112490
112747,109301
112747,111739
112747,106366
112747,112255
111661,111617
111661,110599
111661,111500
111661,109462
111661,111258
111661,108714
111661,110658
111661,110789
111661,108263
111661,109529
111661,109530
111661,110304
111661,111248
111661,110822
111661,110056
111661,109301
111661,111223
111661,106366
131149,112141
131149,112143
131149,106514
131149,112664
131149,112669
131149,111661
131149,109661
131149,108597
131149,108598
131149,118335
131149,112203
131149,104532
131149,118363
131149,107962
131149,118368
131149,118369
131149,130149
131149,130151
131149,112747
131149,110188
131149,117869
131149,118382
131149,111737
131149,112768
131149,130155
131149,99461
131149,111756
131149,111245
131149,106008
131149,111255
131149,118426
131149,118427
131149,106142
131149,117921
